Genes,GSM458594,GSM458595,GSM458596,GSM458597,GSM458598,GSM458599,GSM458600,GSM458601
10456699,9.184131456,9.660142304,9.789141618,9.853940716,9.719036012,9.798586138,9.991890141,9.687159235
10456709,11.76525947,11.74204675,11.82614828,11.85846994,11.82432331,11.71224346,11.7058271,11.84198998
10456717,2.450599437,2.529606154,2.417658798,2.6671484,2.673998768,2.431458468,2.34473946,2.761139538
10456719,6.930404106,6.509734564,6.12112797,7.136672091,7.05850979,6.566835093,6.721473944,7.211285342
10456721,7.497651654,7.226727356,7.436135045,7.680702306,7.744929076,7.436139368,7.535870239,8.080815952
10456723,7.71162127,7.884443375,7.588195379,8.278496451,8.269908033,7.979672039,8.119201165,8.252095621
10456727,7.882313231,8.276285626,7.85774733,8.335374816,7.964835327,8.033636716,8.309556569,8.170968405
10456745,6.691035259,7.122165094,6.404395647,7.046978419,6.839847362,7.008241801,7.370106664,7.116390391
10456754,4.189980362,3.894214282,4.466162191,3.778484176,4.067065196,3.949987166,3.793220391,3.790191145
10456756,6.131424521,5.764160301,6.480018288,6.096341177,6.120386736,6.018085351,6.1429302,6.218163405
10456764,7.907104133,8.342811442,8.000683855,8.349232842,8.545079493,8.384591466,8.399119231,8.345982637
10456781,4.386672657,4.620982507,4.518304122,4.600785171,4.482652624,4.69352561,4.472735678,4.474224693
10456793,8.378552008,8.438901145,8.169319488,8.745941336,8.756816106,8.46959863,8.322794162,8.543789426
10456798,6.494079903,6.869439846,6.78136956,6.955632331,7.190417453,7.311574,7.151474489,7.04737956
10456812,5.904921184,5.554583069,6.036833726,5.218570312,5.912853845,5.825761325,5.280202317,5.719485742
10456814,8.478093065,8.47785187,8.340704607,8.406828494,8.515220361,8.490350187,8.473920971,8.552759671
10456836,4.031165054,3.634933331,3.59817764,4.171647177,3.920798146,3.814050905,3.49920323,3.604852913
10456846,6.074160289,5.774856325,5.973090533,5.835942408,5.885522427,5.989809377,5.700424538,5.663727371
10456887,5.717451082,5.414879286,5.556817043,5.351195233,5.540427385,5.703442187,5.33640341,5.335317918
10456889,4.292255125,3.815904009,4.26218808,3.685174807,4.255377358,3.973437243,3.999090093,3.840984664
10456891,11.49539401,11.56677772,11.58261165,11.5511645,11.52327331,11.57144929,11.66977641,11.50616305
10456904,5.800979797,6.63475246,6.008137216,6.074683317,6.531673857,6.443525615,6.81897624,6.789919448
10456922,7.835299871,8.005308157,7.614410507,7.535048238,7.545219866,7.674332503,7.692870416,7.665717932
10456968,1.995874936,2.158158469,1.980793102,2.018805901,1.992227083,2.01459084,1.958133564,2.176027073
10456970,3.487947332,3.663672989,3.784666655,3.372875836,3.516373293,3.826649129,3.186320371,3.430749198
10456972,3.944343393,3.568434799,3.524870876,3.381187803,3.47643253,3.619596608,3.617652416,3.621235573
10456974,10.81937822,11.35686958,11.16207681,11.41477503,11.27679198,11.38787153,11.62591561,11.43572494
10456976,6.236170157,5.853432056,6.491164278,6.009667754,5.993545468,5.951633592,5.970653891,6.228497322
10456978,6.098650831,5.694870863,6.312274296,5.951948915,5.848881769,5.763927874,5.821880446,6.125048071
10456980,6.098650831,5.694870863,6.312274296,5.951948915,5.848881769,5.763927874,5.821880446,6.125048071
10456982,6.098650831,5.694870863,6.312274296,5.951948915,5.848881769,5.763927874,5.821880446,6.125048071
10456984,6.098650831,5.694870863,6.312274296,5.951948915,5.848881769,5.763927874,5.821880446,6.125048071
10456986,6.236170157,5.853432056,6.491164278,6.009667754,5.993545468,5.951633592,5.970653891,6.228497322
10456988,7.094325132,7.577261392,7.453662997,7.597390928,7.658215502,7.470492932,7.54938954,7.65249739
10456995,7.934096731,8.222540597,7.880727844,8.371584172,8.154630805,8.250164007,8.28230929,8.406997256
10457007,6.285449105,6.562833389,6.084642418,6.617840111,6.280556061,6.293696004,6.381663538,6.17791947
10457020,7.800200005,8.020540623,8.240729913,7.969539482,8.409781366,8.056920187,7.671705165,8.14162264
10457022,6.950941741,7.047645346,6.763517995,7.067802584,7.007605525,7.000286994,7.059624973,6.935174462
10457038,8.040482667,7.660813088,7.318483772,7.652063092,7.476497501,7.334342966,7.716217888,7.67837592
10457040,6.669419386,6.663259492,6.526634264,6.818415786,6.566054628,6.57541773,6.813616431,6.641789629
10457048,5.230824945,4.600981541,5.5551591,4.939596743,5.013624516,5.049782511,4.882820999,5.059679517
10457050,3.335521381,3.115100394,3.287611997,3.226686276,3.123981938,3.241999747,2.928716296,2.905177579
10457054,7.425048069,7.892603172,7.729349913,7.913570695,7.936051815,8.0809745,8.071748895,7.940035709
10457059,4.486621029,3.930836872,4.209117315,4.069896626,4.308922456,4.677304638,4.202784263,4.038890641
10457063,4.441362697,4.422514032,4.406084402,4.506002239,4.530285598,4.322239115,4.402606964,4.478440969
10457071,10.03553992,10.33504386,10.26753332,10.67408985,10.56834932,10.57892692,10.58274115,10.65394205
10457077,3.814542558,3.454135225,3.807973569,3.289881235,3.553613332,3.784108886,3.257803613,3.425286174
10457091,4.184957174,3.414685714,3.915286224,3.366285771,3.647706254,3.932529202,3.350950431,3.456456216
10457106,5.043432707,4.68938746,4.932528227,4.672765794,4.981373097,4.474708223,4.36984613,4.73002861
10457114,5.926837373,5.390435976,5.893175263,5.229061672,5.56866789,5.470572211,6.116094095,6.479806922
10457118,6.848566453,6.830773097,6.421483317,6.263148361,6.680230215,6.584162385,6.507527951,6.554001851
10457168,5.808905885,6.389429332,6.089472569,6.164813763,6.8537369,6.431971077,6.390824001,6.561211154
10457181,2.084587586,2.109394805,2.095125058,2.161110768,1.926369503,2.227159889,2.001311464,2.128615964
10457183,8.592844023,8.852792248,8.705155272,8.918517702,8.952106632,8.900023567,8.790387462,8.756852464
10457203,6.703687331,7.071711095,7.270186879,7.021681258,7.303992488,7.118527762,6.79424179,7.177404615
10457205,6.14991211,6.27525026,6.101618098,6.41534664,6.409854877,6.274357233,6.350305366,6.265129887
10457221,4.534344791,4.382451739,4.724614978,3.740741347,4.101871819,4.46937816,4.117229998,4.466563019
10457223,9.678227656,9.012944823,9.408500101,8.909489501,9.213231992,9.315709925,9.121753105,9.394562655
10457225,6.412786631,6.816099373,6.826329285,6.8496953,6.696945251,6.596919388,6.875358939,6.73431966
10457235,5.754796363,5.885207661,5.745880448,5.713902755,5.913023988,6.09650891,5.782139088,5.90454942
10457243,5.068165282,4.952991153,5.368361186,4.807285174,4.887585069,4.972743156,4.863701925,4.787886836
10457250,7.381183803,7.734484436,7.59397053,7.617040991,7.76159162,7.652230993,7.598733075,7.465569332
10457273,9.113376639,9.495908003,9.13300551,9.170100073,9.648339864,9.43705758,9.330567051,9.342614107
10457302,9.233425993,9.118403797,8.832637777,8.981278322,9.115857568,9.152720684,9.060220107,9.202378185
10457323,4.818704046,4.828226428,4.810893365,4.531413762,4.755352948,4.976227567,4.881908812,4.692256125
10457331,8.777114424,9.094225974,8.739291258,8.876482791,8.894529259,8.808797048,8.880470861,9.435012112
10457333,4.508941218,4.079112559,4.521836623,4.382313192,4.123533914,4.551943714,4.108428077,4.38137685
10457345,4.349230323,4.053689952,4.408614083,3.8738837,4.158673413,4.285177557,4.248261863,4.18931794
10457357,7.944757286,8.46084461,8.309143532,8.253330857,8.442346024,8.547730742,8.269159357,7.925084157
10457359,7.250990024,7.677716832,7.215705427,7.351110852,7.546886298,7.703264879,7.692042344,7.323897926
10457378,6.406982419,6.222273739,6.19568312,6.363878483,6.45066026,6.564646666,6.411509035,6.312910182
10457380,6.381821152,6.541577551,6.354845159,6.694085,6.96773873,6.802328137,6.114949377,6.64953139
10457382,4.556836627,4.328128799,4.775718453,4.281392314,4.388821812,4.217489588,4.136172005,4.144489281
10457385,8.386970991,8.446826777,8.079200624,8.51421988,8.485493216,8.348257906,8.530573869,8.362935291
10457400,6.217206196,6.224986778,6.268780274,6.280699849,6.270581244,6.058493934,6.035169847,5.883212201
10457402,4.532551521,4.105413867,4.196483152,4.132624921,4.138828398,4.133205531,4.109835365,4.351012264
10457407,8.378936293,8.01581276,8.304695406,8.389898285,8.194688581,8.053525866,7.927193942,8.334145446
10457409,7.726120735,8.216280796,7.880774366,8.168447515,8.314888737,8.129224086,8.308088837,8.176524367
10457429,9.723059631,9.686413904,9.408816541,9.336836626,9.666076693,9.621578332,9.485638453,9.300359565
10457463,7.812150536,8.430783117,7.945483192,8.166220559,8.343557553,8.463163365,8.831595164,8.918801121
10457465,7.329283743,7.609350079,7.535211226,7.697939008,8.031895406,7.424361078,7.430006161,7.709001588
10457475,6.133187891,6.298865311,6.048748039,6.243036507,6.168711488,6.16537704,6.175466897,6.049108215
10457485,2.990042263,3.18913255,2.822250348,3.169334365,3.252945907,3.192751338,3.153655508,2.792144053
10457487,2.086132172,2.143003502,2.259924878,2.157428767,2.311067099,2.334882801,2.068691755,2.107733931
10457489,6.716030791,6.767303451,6.733452413,6.773319248,6.605173687,6.711028259,6.640075683,6.642970265
10457508,8.183926571,8.827729445,8.420862822,8.478876476,8.444865205,8.61989891,8.746088,8.604638181
10457536,5.617550892,5.684835682,5.571580594,5.459145162,5.501794606,5.88020592,5.927810681,5.935020946
10457546,6.154677646,6.381153858,6.207711958,6.417818865,6.245023474,6.279391993,6.266131427,6.044244018
10457583,7.351498368,7.245776816,7.424516899,7.452678037,7.391823315,7.558132667,7.437472541,7.324370217
10457585,6.588349913,6.292947664,6.671061015,6.24049097,6.704224472,7.07572719,6.241490214,6.195213547
10457587,5.083254468,5.820852152,5.72270491,5.599995288,5.501058051,5.539740639,5.952068374,5.250503468
10457598,7.33375565,7.717764126,7.376663201,7.47323407,7.772411979,7.477412155,7.529216603,7.624162238
10457606,6.545173448,6.835001481,6.71205862,7.124274176,6.972390403,6.904074321,6.879606898,6.837627537
10457614,5.671570304,5.974076757,6.316810904,5.925883493,6.038545187,6.430450072,6.611391444,6.230963396
10457628,3.221025471,3.291837612,3.535420497,3.270533373,3.275399619,3.50152679,3.321220403,3.341418346
10457637,4.019649742,3.737909844,4.445881311,3.363952929,3.969540529,4.316511449,3.591117457,3.697353825
10457640,9.690637243,10.27236311,9.821200321,9.925781831,10.07711034,10.25418526,10.65184008,10.13130967
10457644,5.54606277,6.096137417,5.70945265,5.920524055,5.7924246,5.990969985,6.167388655,5.71268424
10457663,4.396257794,4.479754461,4.217305039,4.217002472,4.041185169,4.40893026,4.298130362,4.640587829
10457665,4.524085466,4.571612797,4.466224357,4.63770446,4.623759487,4.808602526,4.463246259,4.512907448
10457667,9.831939344,9.133823653,9.619920107,10.30644367,9.403227576,9.282531504,8.737104359,8.765741444
10457669,6.909293588,8.190684628,7.590898192,7.518439489,7.736691902,7.818575143,7.909610787,7.638449175
10457686,6.20231341,7.827057537,7.463717855,7.094838462,7.49334225,7.488647982,7.927297057,7.159139791
10457707,4.29067609,6.274024889,6.008353724,4.897649853,5.973025024,5.697111642,6.564786778,5.119599785
10457729,6.231000547,6.500286728,6.474096946,6.368347032,6.904309081,6.67111281,6.823674064,6.779218919
10457731,9.160970785,9.353720192,9.270349507,9.848283917,9.528850163,9.254692565,9.282618558,9.593956881
10457733,5.011470787,5.339631635,5.090181458,5.215979995,5.272314553,5.258395401,5.420459621,5.481263222
10457745,8.4719796,8.824502038,8.499984971,8.649829452,8.805637064,8.770853194,8.8701625,8.787504815
10457776,3.782194886,3.514941376,3.887286773,3.348028291,3.454694459,4.265311159,4.075136247,4.36952419
10457778,4.818301995,4.160835443,5.011318219,4.461744349,4.731626769,4.50361744,4.737151176,5.146514272
10457780,5.647910707,5.908927228,5.874043876,5.578063518,5.613488052,5.948994483,5.90334786,5.280916218
10457787,4.397163595,4.147146512,4.208808839,4.19446817,4.375755209,4.368269706,4.288397458,3.910385261
10457798,2.952183184,2.955336334,3.224216762,2.874699547,2.846487769,2.931632475,2.871861374,2.89361634
10457820,4.641081926,4.372998987,4.503076375,4.184671853,4.273550623,4.558370887,4.393978101,4.480124703
10457834,5.341318126,5.19474345,5.90834327,5.341577037,5.241106248,5.48320981,5.348701479,5.640476
10457836,6.648226449,6.259439411,6.430095072,6.433139731,6.638914109,6.505098527,6.428931915,6.433300649
10457838,5.655801601,5.816278242,5.593815453,5.665280748,5.519100557,5.677534295,5.585690084,5.883212201
10457844,7.842792265,7.973216252,7.737066628,7.920436159,7.940339414,8.014277,7.760119773,7.837008391
10457853,7.66266773,7.799808497,7.406046441,7.802658274,7.774938518,7.662293715,7.723700383,7.787868504
10457860,6.946302838,6.644594799,6.9158265,6.706728268,6.768423513,6.847490656,6.677501379,6.723536721
10457862,8.150084889,8.369912582,8.156659436,8.092062376,8.624219991,8.681273658,8.464326568,8.591864164
10457872,7.079729017,7.372257702,7.038968493,7.485465694,7.587402962,7.316983474,7.362723443,7.362591373
10457884,7.018246485,6.279944134,6.898468723,6.553018446,6.569293391,6.379551222,6.711125801,6.477099167
10457886,4.071849183,3.94402858,3.882574659,3.823337427,3.962223065,3.477221898,3.632151054,3.834276206
10457888,6.631475928,7.276447108,6.927976959,7.280636278,7.464068315,7.349619157,7.609596366,7.545356013
10457895,5.34309314,5.449325761,5.510091677,5.324294272,5.34852714,5.462693278,5.29120917,5.493322848
10457916,5.807369714,5.134165434,5.323857535,5.398417708,5.677972879,5.44854095,5.235986587,5.239618917
10457918,3.951733686,3.636468303,4.217002472,3.439423609,3.671554976,3.349827373,3.409588928,3.227063077
10457920,10.1318064,10.13194058,10.10611213,10.6707861,10.22179185,9.830092056,9.870273977,10.31404032
10457922,10.33517905,10.4977218,10.45004022,10.26029657,10.25618667,10.32693519,10.39576372,10.5956662
10457924,7.047131424,7.539164122,7.29124667,7.871052253,7.436682304,7.240297346,7.637491898,7.650692002
10457927,7.441993807,7.755804875,7.368581735,7.878341897,7.939475139,7.815116274,7.614151573,7.995523474
10457929,4.824735996,4.384442529,4.577627264,4.71921563,4.426335058,4.358617098,4.838059368,4.732370767
10457938,6.791456487,6.600983444,6.674442823,6.606630072,6.798602964,6.622520974,6.390656884,6.591186302
10457942,5.550417773,5.276479079,5.770089921,5.297304963,5.564676856,5.465646155,4.969333565,5.258856752
10457948,8.251188324,8.625142678,8.40715616,8.462834244,8.468515044,8.546062616,8.608474654,8.495026868
10457959,5.539230757,5.708439979,5.39254664,5.775429135,5.777815122,5.411509242,5.78112454,6.002901536
10457961,6.302953889,6.518723249,6.194649748,6.345692531,6.491311684,6.430665147,6.451969569,6.530530731
10457963,5.061381184,4.697401142,4.863888706,4.709251961,4.828094469,4.690261023,4.325863037,4.451231127
10457967,5.635259549,5.226260794,5.274638848,5.270246241,5.241207551,5.342777079,5.086621837,5.188813658
10458016,5.280404053,4.845108885,5.168749362,4.924319027,4.895993904,4.902473271,5.002523027,5.355373659
10458028,7.297203498,7.724491928,7.493681144,7.807893891,7.624189368,7.904858549,7.887252045,7.546383286
10458033,6.85646614,7.202839373,6.688732251,6.764321201,7.069922707,6.689925669,6.795971829,6.980061481
10458044,6.82882378,7.319315806,6.780268225,6.992811109,7.181216413,7.01883731,6.946903797,7.170859507
10458046,6.588919378,6.637961269,6.691763412,6.824686011,6.719519329,6.764839286,7.003516322,6.812959255
10458052,4.871621085,5.582833555,5.053729574,5.429165836,5.377750073,5.400449558,5.901096927,5.507630095
10458081,4.913298685,4.695773767,4.746286538,4.347282486,4.768151547,4.724282549,4.556889211,4.663885364
10458084,2.295730372,2.354058509,2.288026574,2.17666343,2.196720233,2.24412352,2.148207723,2.263508478
10458086,7.531420375,7.161341277,7.418443161,6.827966568,6.926417684,7.112790756,6.826179669,6.897795063
10458088,5.396842121,5.274854725,5.208359725,5.288228608,5.165408321,5.317017926,5.015688118,5.2254953
10458090,8.554974706,9.183504468,8.888886209,9.021370513,9.22830427,9.388081255,9.724183055,9.50671551
10458098,8.26411245,8.367986993,8.190519263,8.006678337,8.540235719,8.366746523,8.428339169,8.443593182
10458122,4.662657265,4.947781278,5.003796548,5.557690995,4.694633564,5.312208391,5.36250969,5.127843553
10458130,2.910308599,3.418983907,3.444768693,3.558190509,3.023963563,3.532073849,3.463917197,3.71805781
10458138,8.452956973,8.464291934,8.130222362,8.191621651,8.278094049,8.087264355,8.159450098,8.242019613
10458164,8.256164673,8.484232401,8.152261378,8.32660144,8.423944266,8.344101103,8.489746508,8.450842528
10458183,5.978178081,5.601123528,5.966971978,5.916811807,5.761424685,5.817646444,5.803448548,5.757351498
10458195,6.973283729,7.205427111,6.649013974,6.618807075,6.43558681,6.524309858,6.224102346,6.33373346
10458213,8.483432883,8.723194837,8.441717301,8.81679954,8.886160821,8.606700401,8.542443416,8.609978577
10458226,10.13119124,10.4401721,10.49192986,10.48640549,10.62080033,10.72368652,10.62840541,10.47079356
10458245,2.805799172,2.54382912,2.710194961,2.8439415,2.813230716,2.747132103,2.839221382,3.277020773
10458247,4.400758286,4.535909929,4.657019865,4.288537314,4.543062389,4.496440822,4.004857803,4.379671768
10458251,7.405230785,7.417733196,7.511306053,7.539647309,7.582850864,7.484554477,7.625718846,7.316767874
10458262,5.706354871,5.19298717,5.97207479,5.561419972,5.570370499,5.658832686,5.421054133,5.587408957
10458278,6.219399159,6.39102793,6.442195801,6.516161192,6.384651419,5.991234958,6.51092184,6.396856194
10458283,6.163308307,6.244381139,5.94660732,6.259127452,6.248815052,6.167764572,6.675895672,6.503939498
10458285,5.42456957,5.519018894,5.243729574,5.491020345,5.451312449,5.252159449,5.474405037,5.681124647
10458293,6.748311667,7.10481229,6.856037712,6.960145819,6.950713524,6.881270418,6.950713524,6.94445981
10458303,5.855553939,5.566394362,5.498072869,5.882379253,5.978678998,5.630072558,6.021080586,5.812289136
10458314,7.835322332,8.342902774,7.911976247,8.597381213,8.304498443,8.238007217,8.35443397,8.168795608
10458323,6.808604869,6.662979953,6.494141226,6.753705117,6.639515527,6.536144916,6.476444236,6.582898097
10458334,6.791653496,7.099015062,6.812451024,7.104217748,7.18609261,6.835146722,7.077891842,7.378723884
10458340,5.532867904,5.417549456,6.142265365,5.526600732,5.616686925,5.786668241,5.819629698,5.579419565
10458349,7.087809307,7.230711489,7.132451496,7.689499649,7.508224044,7.365451421,7.415448439,7.491556266
10458355,6.588235797,6.534656542,6.498274577,6.870269847,6.36389291,6.646569975,6.65292853,6.854505732
10458368,5.582526884,4.920702452,5.677091559,5.406163279,4.949831934,5.240159412,4.738274173,5.492621863
10458382,5.595268889,5.867899052,5.588915401,6.232897476,5.899534842,5.653887133,6.222035397,5.39246633
10458386,6.903810125,7.599155533,7.487926147,8.00311834,7.700833137,7.897971556,7.881100788,7.853589383
10458391,5.535825155,5.18517383,5.66366944,5.067326919,5.307044528,5.48308764,4.978273039,5.167650913
10458398,7.613613867,7.990422429,7.566119799,8.101254446,8.057016627,7.786029004,7.689758838,7.737722518
10458415,6.20404622,5.593299304,6.032588576,5.56094081,5.899273918,5.711161676,5.685017339,5.610970621
10458417,3.85413716,3.536663186,3.994769096,3.541828263,3.862909639,3.876161837,3.727439094,3.749896808
10458419,4.551917263,4.487682896,4.51383484,4.395328546,4.461678419,4.351688829,4.453655689,4.414705
10458424,6.308542326,6.587097278,6.363912238,6.642766833,6.685167952,6.312725469,6.371958853,6.93633829
10458428,7.608065746,8.087979156,8.007787016,8.154095046,8.049446635,8.051333604,8.179598306,8.451296537
10458430,8.380951274,8.298945789,8.008779085,8.258897165,8.340459553,8.148208023,8.280576563,8.450957749
10458461,9.004668793,9.542435848,9.052599175,9.488500664,9.047115105,9.155615469,9.214843626,9.141137502
10458478,6.232085051,6.120203205,5.966834997,6.122303941,5.780012877,5.976804072,6.154989216,6.022682652
10458498,6.412835395,6.293922067,6.538239075,6.425986577,6.423087911,6.289692233,6.875417471,6.355516208
10458534,4.835049579,5.026159874,5.031882781,4.958159924,4.856775975,5.21652228,5.371411987,4.738537677
10458538,6.842740316,6.471271413,6.637044407,6.748299869,6.735821479,6.41839562,6.694959917,6.670836228
10458540,5.924237888,5.730154079,5.77174554,5.653472881,5.419033628,5.863005607,5.794285055,5.589477215
10458547,6.838361585,7.212428533,6.820723472,7.196678846,7.038934139,7.194471603,7.318451043,7.23308425
10458555,5.490296384,5.493369351,5.292305634,5.354832837,5.417180147,5.65925208,5.301099732,5.357681555
10458560,6.693507007,6.964771072,6.916156432,6.90361702,6.954145376,6.924999267,7.56935893,6.937606636
10458569,10.08710205,9.795817507,9.483558449,9.45769844,9.641760444,9.575058812,9.51969478,9.490259456
10458581,6.148804155,5.242498546,5.723892302,5.263110872,5.381245714,5.452192753,5.407840689,5.659758111
10458583,8.288596135,8.760152438,8.307969032,8.652971111,8.864514433,8.860326062,8.830681973,8.82022586
10458589,5.095187921,4.710948437,5.05339396,5.118978941,5.000887075,4.352453349,4.834136173,4.902560255
10458597,4.983357471,4.582760493,4.652437843,4.63921728,4.867616561,4.766740534,4.549687308,4.634164531
10458601,4.567729295,4.230936752,4.88061292,4.094150663,4.333248059,4.541492148,4.034413357,4.172679843
10458607,8.094965445,8.029802382,7.669935578,8.113549281,7.91946949,7.722306998,7.737896472,7.710223049
10458641,4.310243652,3.684342253,3.724729581,3.614380971,3.843513695,4.032256812,3.598720548,3.884008663
10458645,5.311211015,4.483539008,4.999970072,4.893239059,4.930284885,4.962532271,4.934486328,4.842318093
10458661,6.233665826,5.114847338,6.172891329,5.402016231,5.390138356,5.630298891,5.408326578,5.350905795
10458663,5.656682157,6.496012341,6.102943986,6.538433548,6.500691532,6.424083337,7.087524475,6.705710838
10458680,8.625884635,8.896562156,8.580073887,8.923815439,9.105942111,8.915845482,8.84663834,8.777434441
10458685,3.6589454,3.447711123,3.514732841,3.54943622,3.513506152,3.453643993,3.471246348,3.45265628
10458704,3.887199081,3.93973745,4.290054227,3.876746339,3.848625208,3.799210265,3.485474721,3.71172875
10458709,5.402859702,7.111099593,6.858562355,5.680687741,7.383963006,6.78292411,7.482918353,5.854709319
10458714,2.28803938,2.274881542,2.268879961,2.095607536,2.234210376,2.41619058,2.115063725,2.328971244
10458719,3.657239558,3.013981834,3.809246588,3.170863979,3.327740439,3.661745224,3.288639197,3.203229419
10458725,2.776532699,2.704321657,2.717891581,2.665970018,2.754843403,2.703727722,2.612161846,2.66106678
10458731,6.468299172,6.661033781,6.638242028,6.313948802,6.427551257,6.706135885,6.974816169,6.533881518
10458755,5.128724582,4.83817379,5.10495201,5.231686456,5.141979236,5.165400462,5.074578302,5.110659063
10458757,11.6598669,11.3801484,11.31119691,11.59770267,11.64085629,11.45492613,11.32440458,11.34325731
10458760,5.94202629,5.483577577,5.580861273,5.55439244,5.922393611,5.817685358,5.944730618,5.679247879
10458762,8.195260569,7.564946067,8.137781035,7.505995627,7.696637534,8.106172169,7.407299977,7.566222101
10458764,4.790990064,4.289600832,4.794993696,4.235285831,4.386247679,4.761936619,3.914763895,4.536177547
10458767,4.317097763,4.294264892,4.446987173,4.082803598,4.382813609,4.373482985,4.147484279,4.581719323
10458782,6.883263493,7.102657635,6.870502974,6.959950736,6.960774784,6.856729324,6.772754431,6.752654165
10458784,7.580433383,8.026139179,7.549135606,7.752345059,7.925580454,7.82896453,7.829076966,7.853982652
10458794,5.976901291,6.270308175,6.516074721,6.357984684,6.404157775,6.301031005,6.200825702,6.040504182
10458804,6.053496164,6.169861055,6.065633437,6.063401215,6.279073817,6.275919153,6.222373773,6.440477494
10458806,5.418025448,5.400793935,5.394505868,5.433886351,5.197628382,5.580395698,5.181277971,5.309279526
10458808,9.072513656,9.21333945,8.847471884,8.916190128,8.978473514,9.084043317,8.995005149,9.003674565
10458816,6.688144279,6.804968243,6.637496599,6.594565926,6.617553892,6.554730122,6.710251882,6.590576544
10458823,9.53437786,9.946587505,9.700311046,9.812260933,9.877841075,9.900635221,9.964473172,9.827862342
10458828,9.018115472,9.845395964,10.05738455,10.01379395,10.16271959,10.25636608,10.65701003,10.18159102
10458834,7.670555725,8.000834892,7.664025041,8.012254037,8.162774136,7.945561253,8.05085381,8.161201335
10458841,10.44576425,10.72858542,10.48881876,10.24203032,10.6309833,10.69009148,10.58914197,10.49730597
10458843,6.089110987,6.201546496,6.345204082,5.738341621,6.007035164,5.904465044,6.29171082,5.78309714
10458870,7.068261445,6.961718134,7.101091767,7.219239682,7.052237933,7.274096703,7.017224257,7.134007392
10458873,2.550144752,2.495858992,2.73922455,2.509212407,2.667946517,2.625692044,2.406430756,2.759719016
10458875,6.271631629,6.443586355,6.051171523,6.362490239,6.582647315,6.285901793,6.33603129,6.556668615
10458882,6.031960038,6.430804701,6.196089837,5.88433784,5.913372392,6.657555524,5.947634845,5.409913008
10458884,3.227645251,2.778564737,3.332358541,2.73247054,2.942165906,3.128300858,2.824342109,2.891116088
10458888,2.975443493,3.177445725,3.08649435,2.693472886,2.844919502,3.696747884,2.644984665,2.84036433
10458890,4.932955839,4.675978666,4.95932422,4.75582583,5.001033185,5.001536818,4.62052886,5.147168347
10458892,2.176168592,2.247880784,2.247880784,2.129398802,2.248075649,2.41036336,2.1850238,2.290384967
10458894,4.727004735,6.380704381,5.83483128,6.540648303,6.045868884,6.357904062,6.521814697,5.912969323
10458906,6.927862874,7.680150949,7.645517328,7.965080631,7.700213009,7.698093111,7.972365303,7.702504601
10458913,8.187827868,8.515167966,8.035843866,8.156907559,8.349746808,8.288294773,8.308359044,8.382976181
10458938,7.432051727,7.011105868,6.69890307,6.823914433,6.896946069,6.951096615,6.711374146,6.677942911
10458940,5.849206745,5.873519313,6.147676933,6.032218454,5.943566011,5.834681254,6.081608782,5.820579509
10458956,5.131750735,4.979920235,5.160667946,5.050058197,5.366674844,4.862779533,4.93961178,4.914230709
10458958,5.832585707,5.176924004,5.537185549,5.02941474,5.301688933,5.351902209,5.240733033,5.242718365
10458960,7.732331672,8.063288361,7.790134894,8.244147681,8.223830918,8.091766603,8.083874009,8.076939606
10458983,5.516679052,5.436915401,5.438467943,5.709564981,5.624856271,5.240426831,5.555440143,5.543003898
10458992,5.47006835,6.172524717,6.198773497,5.951095852,6.296176021,6.448979948,6.285831097,6.460993032
10458997,5.640205323,5.396212937,5.694227709,5.587056007,5.575379987,5.435557438,5.458177092,5.640205323
10458999,5.19598262,4.853179026,5.231135357,4.946817289,5.033115914,4.96428867,4.825113323,4.891188626
10459066,4.294321819,3.996156788,4.09779877,4.26510985,4.028298438,4.298728352,3.974866567,3.875932933
10459071,6.923795669,7.222823338,6.844958105,7.499879244,7.142343904,7.163903582,7.257593804,6.942509256
10459075,6.140119688,6.055305516,6.128064376,5.766089465,6.050117301,6.034617618,6.082044875,5.875864519
10459084,5.231082413,5.328969497,5.337611896,5.15932368,5.341586219,5.340221404,5.589135921,5.322762517
10459089,8.141603762,8.364652552,7.804902315,8.168766928,7.909773634,7.905747945,8.447541058,8.120265766
10459109,8.529189594,8.466149777,7.78585736,8.107050135,8.401010551,8.432377738,8.497130679,8.475417716
10459138,5.646895511,5.108412823,5.286528744,5.070759782,5.246957875,5.277557547,5.368561168,5.302658063
10459153,6.480377686,6.498404256,6.306438536,6.775367738,6.689626043,6.82286962,6.627956207,6.586726394
10459158,7.045445695,7.29417113,6.978258561,7.153249777,7.290382845,7.042644922,7.417462152,7.319411109
10459183,7.20786646,7.662838351,7.260562683,6.997937682,7.330061821,7.374684747,7.321438385,7.155735908
10459188,12.10182113,12.12192677,12.10362599,12.16799226,12.1307,12.03137266,12.16228556,12.16990436
10459193,6.230967676,6.522224674,6.457056906,6.28124422,6.303402033,6.419097658,6.720253189,6.785148048
10459208,5.556082034,4.78841023,5.576104861,5.367103868,5.127834492,5.276006272,5.116249249,5.198554395
10459210,4.746813342,4.894572081,4.708704497,4.929167905,4.554737927,4.808725838,4.603375329,4.900619527
10459225,5.220033291,5.473062736,5.407896313,4.826013181,4.758265272,5.613219452,5.292972067,5.538046108
10459227,6.255019019,5.656659674,6.195680269,5.507629275,5.624889976,5.814723214,5.413957232,5.355392701
