Genes,GSM458594,GSM458595,GSM458596,GSM458597,GSM458598,GSM458599,GSM458600,GSM458601
10342379,3.757713536,4.110599731,4.080520311,4.074162333,3.442179457,3.573697397,3.914480137,4.075519976
10342380,5.844202365,6.485750763,5.689299171,6.240885369,6.53546034,5.59240256,6.253660004,6.564376186
10342381,5.07097133,4.984486671,5.328547467,5.085800497,4.514842368,5.209238736,4.441356086,4.870337393
10342382,5.913293861,5.337761644,5.393525898,5.311602231,5.275939109,4.328919443,5.401359919,5.059839886
10342383,8.780516303,9.292690652,9.158589918,9.006406917,9.053468483,9.539712618,9.204422245,9.209282738
10342384,3.867065505,4.31825827,4.18387528,3.128718782,3.938215394,4.019734983,2.603410628,3.459454034
10342385,2.809207855,2.830492974,2.76008011,2.598980955,3.470376159,1.947409724,2.78442591,2.791866962
10342386,11.11710463,10.25223889,11.37434224,9.956740956,10.34032616,10.7347753,10.19292192,10.29495661
10342387,4.111994558,3.457991088,3.378019471,3.471317484,3.543790163,3.693788399,3.521592966,3.350744086
10342388,3.590746686,2.835739928,3.361307086,2.713635492,2.377423422,2.488413855,2.755171808,3.414402844
10342389,7.402422054,6.488914649,7.364048718,6.75061754,6.638963834,6.608725414,6.433653966,6.88538162
10342390,7.248202746,6.133548733,7.400995951,6.336576414,6.10650297,6.497459827,6.00273991,6.12770345
10342391,2.435211014,2.865387587,2.683044422,3.021047081,2.513062878,2.618638958,3.165739973,2.510697663
10342392,3.665895315,3.048925592,4.180814817,2.771719716,3.000217613,3.821976561,2.978851321,4.585543361
10342393,8.11500632,8.034722849,7.881275172,8.008251268,8.08876325,7.761626583,8.031813412,8.211887415
10342394,3.639046908,3.769600674,4.298692877,4.14422076,4.017591865,5.343545274,3.701072081,4.207675415
10342395,6.400206462,5.311202665,6.17138291,4.699811686,5.02262189,4.890620797,5.777435305,4.787452977
10342396,2.008755472,1.879920098,2.025650877,2.043533243,1.982504989,2.362331264,2.633256302,2.057386921
10342397,8.036936814,8.650663109,8.286967685,8.334561284,8.430782507,8.54661009,8.807697798,8.610144682
10342398,5.522955722,5.246093949,5.734026977,4.997135784,5.230330168,4.122288348,5.296253689,5.831977748
10342399,4.707891096,4.249761761,5.099768593,3.964677116,4.873817876,4.761625154,4.670511239,5.199632914
10342400,2.100246209,2.471306604,2.07012152,2.319667612,2.629806416,2.394568497,2.287346661,2.649200195
10342401,8.336960819,7.199763415,7.711405652,8.081510355,8.029450049,7.264455025,7.501368935,7.780223272
10342402,7.012515434,6.359030402,7.05490196,6.503122098,6.277602077,7.16613563,6.335287281,6.561654811
10342403,6.509807645,5.108816644,5.538478042,5.453468674,4.666160152,5.605123894,5.672080471,6.278421842
10342404,4.243620644,3.282994417,2.985400768,3.273534322,2.373733163,3.250607553,2.417222139,4.110100174
10342405,7.443038654,7.29705101,7.369505968,7.453588534,7.313070977,7.558963211,7.557509444,7.658653284
10342406,6.551954123,7.354748512,7.038146217,7.463519569,7.180249687,7.138633659,7.586490445,7.276301962
10342407,4.372772503,3.538789205,4.134269963,3.803318665,3.597449264,3.307148888,3.856705094,4.9183408
10342408,2.537191897,2.696633049,2.199899091,2.070765615,2.389656604,2.150520257,2.305062602,2.099908967
10342409,5.912381227,5.923680008,6.240324074,6.113307185,6.239617194,6.303963815,6.138060948,6.440412302
10342410,5.609649618,5.740555437,6.668853402,4.841460909,5.936348998,5.498473119,5.458621481,6.213052477
10342411,6.323765873,5.134112014,5.7808915,4.049919762,4.570941816,5.028324307,5.265966257,5.758852107
10342412,5.402607484,4.997230423,4.75412506,4.844588372,5.002479107,4.739731025,4.754196687,5.558040802
10342413,6.815177423,6.603868863,7.325973914,6.549432621,6.607213987,6.606632362,6.064249587,6.376700213
10342414,7.327033573,6.40616409,7.381258357,6.323797062,6.704372592,6.5746027,6.300447019,6.765098867
10342415,5.454696046,5.709929692,3.220705995,6.578078213,6.153539243,5.670142739,5.873368769,5.759586965
10342416,10.07655021,10.08610225,9.540005444,9.372649517,9.904855689,9.93503494,9.813724218,9.718251239
10342417,6.224022497,5.88484259,5.829379978,6.338275105,6.193612761,5.982988984,5.712228901,5.48256784
10342418,7.719633136,7.126680077,7.68417606,7.181468235,7.332419734,6.901463607,7.069748587,7.614830961
10342419,3.100118574,2.967018721,4.234153081,2.998869828,4.149262981,3.387921394,3.239787248,3.53739624
10342420,3.966666208,2.720585908,3.475984799,2.566709311,2.750819307,2.593207713,2.889065175,3.195608737
10342421,3.210777666,3.713498309,2.565238674,3.003149412,2.828663978,3.04292704,3.264765332,2.909129615
10342422,4.546336835,2.997170801,5.283036497,2.370174869,2.601177919,3.323641848,2.745221406,3.620542664
10342423,6.548238473,5.702559378,6.577239309,5.3687595,5.627158783,5.770127378,5.649159374,5.464715733
10342424,5.254547974,5.121593801,5.803267009,4.250222922,5.155060561,5.242590337,5.10213041,5.700871983
10342425,2.448999655,2.217962285,2.343857632,2.668433874,2.40463581,2.594548031,2.279356782,2.396267173
10342426,3.335785925,3.377414833,2.632209146,4.497099188,3.206867759,3.109772704,2.773027074,3.276247312
10342427,4.683401124,3.880918922,4.302463702,4.31279473,4.390691187,3.523337173,3.421861177,3.968683152
10342428,4.162199788,5.147494248,4.932393267,3.457548618,3.512730404,4.240481665,3.840923803,4.502609616
10342429,5.648812883,5.052439321,5.632683607,4.833455207,5.067100806,5.110537424,4.991414926,4.949585946
10342430,10.10148338,10.57842872,10.17557019,9.642638835,10.13331829,10.49280393,9.991503072,9.976355516
10342431,6.507636921,5.634727326,5.704564568,4.715176013,6.579059358,4.440082782,5.675910919,6.123532439
10342432,8.654305565,8.622233603,8.684791479,8.067621662,8.660393283,8.494156949,8.655468108,8.613245876
10342433,4.147728536,4.76094429,3.744070004,5.439816134,4.72156572,5.711464274,4.147728536,4.641081926
10342434,5.08464023,4.315582583,4.495108968,4.306419206,4.366824244,3.92102126,4.035684561,4.866541478
10342435,2.006694226,2.536571784,2.490547015,2.481163279,1.911944165,3.092200538,1.866932373,2.624781564
10342436,8.445402918,8.86822219,8.773685194,8.792895768,9.000339583,8.99668136,9.098738647,8.754539811
10342437,4.441532941,4.284740102,4.342729319,3.909265175,4.239723396,5.085866321,4.022468441,4.067896939
10342438,4.202777894,4.727674386,4.488276009,4.408700492,5.300783542,4.504311187,4.35720361,4.434103982
10342439,3.854325194,3.487279395,3.657416362,3.122776402,4.381989011,3.566217607,3.856753954,3.567056457
10342440,4.515811502,3.721260369,3.029207363,3.180753901,3.093982285,4.186510714,3.547491006,3.517699663
10342441,3.288650907,2.555178823,2.852922592,3.152367277,2.710346308,2.678369722,3.191142952,3.041949902
10342442,9.370473226,10.21757474,10.23044926,10.12289567,10.16228506,10.42260818,10.78847314,10.43294236
10342443,6.667508679,5.981287664,6.502319299,6.271614545,6.392075589,6.518874529,5.869371085,6.239516558
10342444,3.458313449,3.191812332,3.083543777,2.835624973,4.0799972,3.03871678,3.054424451,3.824187462
10342445,4.401963861,3.772777328,3.212311458,2.961134901,3.381303905,3.551167255,3.794224049,4.346226431
10342446,6.592838633,5.706466237,6.664614098,5.497255663,5.682565763,4.975281206,5.308693924,5.828403233
10342447,7.094428992,7.059780016,5.818053748,6.828756007,6.895792387,6.90588351,7.073565282,7.052591328
10342448,5.642196605,5.23107034,5.699897811,5.141020774,5.376488148,5.373823368,5.147423606,4.931121943
10342449,4.305935201,4.140294952,3.974814095,4.920662511,4.759591515,4.128966377,4.651626393,5.615228021
10342450,8.163240205,8.001519564,8.09305021,7.835335069,7.978544542,7.713515528,8.099091118,7.996026959
10342451,5.832202909,5.576497913,6.625231144,5.809723537,5.604021491,5.982607407,5.784717275,6.196954668
10342452,3.262046328,2.943889276,3.284252231,3.096723169,3.508537066,3.559139774,4.261907206,3.978157978
10342453,5.836650218,6.099351359,5.535513822,6.11799101,5.503519736,4.875793666,5.772419383,5.989033867
10342454,1.944259955,2.40015689,2.150819195,2.150819195,2.399479324,1.91896989,2.044073498,2.444852304
10342455,5.709149446,5.005217424,6.169953308,4.243656445,4.875657153,4.799363545,5.239326657,5.433037375
10342456,2.922179913,3.784805959,2.809910036,3.481479656,3.308619315,4.212697453,3.750439245,3.581265888
10342457,5.682976877,5.5453152,5.722680969,5.674488191,5.899974567,5.229994727,5.877116001,5.569111471
10342458,4.443900903,4.557357335,5.030753203,5.017949652,5.00930332,5.242973686,5.107663882,5.26295445
10342459,9.769373151,10.19699307,9.636428449,9.867421903,9.822049246,10.21748922,10.27738276,10.03664877
10342460,10.63379484,10.76446116,10.19909074,10.09062875,10.38828967,10.40347428,10.25003859,10.15710297
10342461,9.31115906,9.236916993,9.425926956,9.607168467,9.598835835,9.093381037,8.98402079,8.940981072
10342462,7.227113678,6.748364148,7.076963685,6.689391923,6.609570275,6.770775092,6.67281295,6.909537028
10342463,2.929730793,2.623911016,4.111433844,2.440943924,2.449868959,3.069095873,2.346387316,2.445614053
10342464,4.395629409,2.733704254,3.960902685,3.389824612,4.077531646,3.710098082,2.315422809,2.732527882
10342465,7.799671366,6.845459998,7.155798909,6.519791418,6.504409182,6.756494973,6.289845722,6.618575162
10342466,8.400953604,8.993635093,8.235581526,9.233428886,8.721011983,8.947772346,9.133271834,9.147432053
10342467,6.253187638,5.714117424,5.584235179,5.445211024,5.70157307,6.354968253,5.883754374,6.237627456
10342468,4.63196344,4.255656825,4.782028339,3.720917574,3.809989042,4.021378096,3.804126597,4.746291725
10342469,4.549526641,3.877052367,3.321301584,3.559246969,3.584949712,4.059796743,3.735730091,3.469715405
10342470,6.549000778,5.672263974,6.167852189,6.184007992,6.265529702,6.011970918,5.757577255,6.481544119
10342471,6.070683149,5.259226809,6.512182641,5.934238853,5.855603697,5.992047993,5.679695624,6.074563306
10342472,5.693215803,5.374856434,6.522183107,4.97677445,5.3292345,5.341746779,4.465153716,5.386089263
10342473,8.456939336,8.97553505,8.384667681,9.310631399,9.035022511,9.038458967,9.286132534,9.058953134
10342474,7.136479885,6.167155848,6.587998489,5.639881665,6.175393262,6.205610765,5.72156573,6.209491252
10342475,4.899885396,4.249274774,5.35390975,4.995020502,5.115506472,4.661371797,5.101365467,4.678663824
10342476,5.206759,3.147207379,7.117883999,4.452136005,2.640452618,7.093002229,5.230824945,5.015899145
10342477,1.982545994,3.846669123,1.785589394,1.898770776,2.776254442,2.151115834,3.099402073,1.865717854
10342478,7.904564771,7.927627649,7.834815442,7.167943024,7.250227887,7.698128056,7.239157634,7.234684465
10342479,4.462211443,5.187580814,4.745856991,5.097947405,6.178033618,4.790904262,5.168681508,5.597496509
10342480,4.41833716,3.570236298,4.648630106,3.930063492,3.412945993,3.060922444,3.747757647,4.750680765
10342481,1.992431878,2.075121682,2.292462057,2.121003588,2.134003329,1.961202844,2.036917639,2.022760239
10342482,3.198985166,3.109987681,3.467696663,2.442630855,2.801565732,3.310280205,3.045137837,2.331784467
10342483,4.883979122,5.260755489,4.703453356,4.835508065,5.324057704,4.993927462,4.456448893,5.019249581
10342484,8.637170962,9.1693914,8.137723935,8.933196773,8.990236906,8.567657641,8.942367724,8.809469971
10342485,2.764146521,2.555948795,2.545541243,2.199804516,2.428474943,2.659120501,2.94675121,2.826513763
10342486,6.820001141,7.695824972,6.88826777,7.167742014,7.431109375,7.176799764,7.666338229,7.859765541
10342487,4.902998717,3.937816888,3.659023457,4.387504208,3.656081463,4.214706874,4.415265924,4.87022868
10342488,6.401639049,7.650231749,6.556626968,7.641393183,7.321216853,7.026415389,7.315647997,7.701274967
10342489,3.683703845,3.52179043,3.83119322,3.398763257,3.754260078,3.680905824,3.844468087,3.668948862
10342490,10.46666069,10.32986746,10.31391657,10.17672614,10.28242869,10.32713283,9.812162704,9.790629532
10342491,4.809893136,4.430802034,5.385238554,4.40665374,5.230346323,4.862760955,4.006930408,4.583933269
10342492,2.617076306,3.822226395,3.31696641,2.347376823,3.284922114,2.598068224,3.084578524,3.313204134
10342493,5.338727652,4.676095815,5.238250432,4.554337312,5.060993639,5.562556368,4.717399462,4.909704421
10342494,4.855132912,4.268056464,5.286519974,5.036005649,4.335204738,5.142292369,4.819690234,4.640954652
10342495,7.210879215,7.441522599,7.493523992,8.052310726,7.117401179,7.15300894,6.790332467,7.456179912
10342496,6.905902181,6.635695921,7.306669268,6.077627457,6.768553346,6.222075219,6.789329143,6.584796305
10342497,5.976551489,5.052270999,5.685030133,4.767856559,4.705771088,5.558846992,5.711855854,5.62459546
10342498,4.516416349,3.606282204,4.484995684,2.897987379,3.672248403,3.749182078,3.956857302,4.647318093
10342499,9.453367557,9.619224664,9.27280094,9.701578917,9.562427574,9.678969124,9.77790867,9.73856412
10342500,3.376104839,4.335011771,3.642632161,3.178053462,2.722408067,3.301846785,2.710181903,3.344314955
10342501,4.965114676,3.810143401,4.409690009,3.411431554,4.421434212,4.211681562,4.205852631,5.284541541
10342502,9.92197967,10.15863205,9.813743299,9.777883712,9.722947061,9.874905455,10.05650421,9.851110952
10342503,3.815876945,3.14699808,3.452508833,3.941796306,3.474522519,3.28342575,3.145224481,3.506896646
10342504,8.379618028,8.547527042,8.909261469,8.886088072,9.33384747,9.016167498,9.423577346,9.191460315
10342505,5.759030963,6.259450365,4.587265761,5.533170101,5.665421841,6.31774504,5.783014773,5.680201649
10342506,5.942335946,5.567129603,5.63028678,4.16423693,5.589510571,5.260094405,5.512586683,5.432910066
10342507,2.858300888,2.777088644,2.395194225,2.542475542,2.681580497,3.308127495,2.898144624,2.983085493
10342508,5.312235572,4.990126406,6.161026,5.082497089,5.313423095,4.212250073,6.000718973,6.261830587
10342509,2.92171394,2.915539016,2.94638156,2.518052752,2.956671057,2.844160689,3.248202725,3.043332237
10342510,7.403257057,6.804928379,7.346262711,7.126577217,7.049026025,7.502216072,7.086082915,7.006546173
10342511,4.172490278,3.63336765,4.724747232,3.967757769,4.470922839,3.161967333,3.065297917,4.078083279
10342512,3.463772384,3.311461782,3.057180403,3.461606319,2.990800977,3.236096166,3.437476928,3.450586563
10342513,6.514635087,5.415253582,6.221382599,5.42553844,4.937446382,5.734566707,4.284403406,4.675242794
10342514,4.582818765,4.81994862,5.00605868,5.062715277,5.282414908,4.429341487,4.275212737,4.613367294
10342515,8.785817496,8.183883151,8.707262514,7.891401054,8.083344311,8.330383023,8.233804634,8.476664293
10342516,5.916684465,6.327690986,6.365614878,4.477338122,5.822531754,5.975304025,5.480892103,6.151908985
10342517,8.26588265,7.26858285,7.807894629,7.457660683,7.019779871,7.229512098,7.086625515,7.779494907
10342518,8.256008824,7.36139642,7.988025103,7.41594905,7.498163989,7.758422095,7.240960767,7.626952618
10342519,4.352715759,4.711334064,4.081981018,3.393689467,4.298293992,3.815534258,4.114557714,4.230736935
10342520,3.476467598,3.625691184,3.66548633,3.304907108,3.645073696,3.678428847,3.175436574,3.605751226
10342521,6.223678779,5.67824212,5.221208478,5.524336547,5.429442235,5.881856291,5.239326657,6.084431443
10342522,7.957941536,8.245568522,8.083259981,8.381057271,8.707020611,8.661766966,8.765330849,8.648301396
10342523,6.579922583,6.141363061,6.784178585,6.234004003,6.095664182,5.975829232,6.072103488,5.895788842
10342524,6.774141589,6.346924825,6.920048592,5.902502597,5.921150317,5.765928219,6.087183968,5.963746732
10342525,7.387506756,8.261802803,7.513321568,8.202396475,7.735683488,7.312019964,8.016868221,8.23759016
10342526,4.72788357,4.737594483,4.525603422,5.213379583,5.177767742,4.973099914,4.899694006,4.647137075
10342527,6.192239153,5.701116255,5.24152937,5.931054132,6.219290912,5.426170277,5.67907775,5.892025826
10342528,2.269275367,2.902606769,2.299885357,2.372488466,2.689207408,2.86185329,2.641610003,2.259931085
10342529,4.046725579,3.24010068,4.473646818,3.893213606,3.197950189,4.248222226,4.760157505,3.577691963
10342530,8.635129492,7.938462814,8.313085378,8.468495947,8.026850067,8.068722666,8.248082322,8.355351368
10342531,4.794038004,2.950666528,4.787778974,3.863147852,4.719806804,2.877844702,4.368040921,4.194669752
10342532,7.103092475,7.364281518,7.063875717,7.625024927,7.558041552,7.682510322,7.637512677,7.557761533
10342533,5.777488239,4.687364235,5.935983067,5.292694339,4.650521786,4.624021194,4.619964399,6.202439787
10342534,6.756149292,6.057300072,6.446748936,5.398122185,6.477226764,5.657571101,6.254100084,6.467702695
10342535,5.181300423,3.772210635,4.568716627,5.043027705,4.121986113,3.646309339,4.06878367,3.582311636
10342536,3.186313399,2.9910623,2.574240892,2.854029075,3.290863961,4.280926944,3.485046498,4.837840276
10342537,8.329578134,8.694039539,8.255751272,8.632689138,8.464308563,8.404864501,9.183180872,9.003202935
10342538,5.663068583,5.357495939,5.017271566,4.41507601,4.175343708,4.496199936,3.725949173,4.825282043
10342539,3.068823454,2.438686036,2.547064866,3.46482964,3.11420932,2.514547687,2.236667025,1.990357935
10342540,5.366775324,5.748293319,5.818217526,5.305701146,5.215446695,5.688996297,5.256240119,5.445539018
10342541,5.829583898,4.841238081,5.881221657,4.900206461,5.480776926,5.794913705,5.385197189,5.84222457
10342542,2.792854414,2.03243507,3.007372645,2.339020937,2.826549498,2.01561047,2.0162825,3.611479053
10342543,3.63727163,3.575861982,4.00695052,3.356171896,3.951502604,5.026445104,4.297106617,3.765137526
10342544,4.464631392,3.300161357,4.223095018,3.47584355,4.595519573,3.285602237,3.410131695,3.985475667
10342545,9.115704125,9.93602207,9.178198588,9.191508926,9.282239657,9.421883147,9.551785744,9.306391874
10342546,5.236706173,4.986446076,5.54175958,4.392402334,5.348020726,5.138383398,5.200417759,5.802364588
10342547,4.361219917,3.508212747,4.54447,3.778148639,3.92245278,3.749378289,4.099679366,4.881791895
10342548,10.68368114,9.533857076,10.5544392,9.603369769,9.883390124,10.07909694,9.560787103,9.96034752
10342549,4.746147385,4.757379817,4.311082301,4.479708824,4.412988401,4.502036458,4.148217732,4.724474474
10342550,3.925399994,3.345804987,4.039412644,3.205964853,3.646508411,3.415193273,3.76072922,3.7835062
10342551,5.094631791,4.731613572,4.282106112,4.656410388,4.844652962,3.646465231,4.972216537,4.396699299
10342552,5.680646705,4.976864916,6.022025602,4.471862999,5.154501081,5.138064981,4.716214821,5.680094653
10342553,8.257265606,8.812804216,8.227316851,8.534366695,8.578456384,8.900952813,8.941263247,8.861252658
10342554,8.524221183,7.316491445,8.423320181,8.006484444,7.964086975,8.104105615,7.619473104,7.783718144
10342555,7.713096336,6.987252385,7.5721726,7.627411433,7.833874995,7.456395968,7.579582633,7.932516714
10342556,5.628583845,5.048193199,5.917620205,4.04077232,4.86194388,4.996703891,4.15929861,5.532058613
10342557,4.325722163,4.228226867,3.670816586,2.280490313,4.33114833,3.006830011,3.331282575,2.490681517
10342558,5.986005629,5.680295344,5.52829423,4.953823502,5.550617043,5.947653901,4.927777767,6.336813515
10342559,6.217450396,5.90733733,5.929686179,5.192135229,6.152290814,5.531641581,5.205555455,6.700458912
10342560,5.935265661,4.654549056,6.517452313,5.407684588,5.544525932,5.76423475,5.504458981,4.969330644
10342561,6.185335176,4.217002472,5.742105397,5.904441971,6.741779638,5.711464274,4.848580756,5.354434984
10342562,7.659909641,8.332510369,7.77224446,8.343662854,8.112916658,7.494569206,8.516767714,8.585507961
10342563,5.54321057,5.290178659,5.482027719,4.985147677,5.472188221,5.16227517,4.537776103,5.440465062
10342564,4.810583226,4.382886134,4.742560273,4.763701078,4.179444835,4.546723392,3.558133024,3.68448751
10342565,5.135285729,4.487826828,4.077172103,3.982282145,3.03616846,3.79017848,3.689318352,4.034910884
10342566,9.82718553,8.566007375,9.515382543,8.298434681,8.68420933,8.87537148,8.286051532,8.748634689
10342567,6.670302787,7.45731302,6.398090402,7.221934291,7.348730327,7.435783773,7.461093618,7.088070705
10342568,9.966314951,10.09605255,9.453447258,9.696098008,9.832026366,9.991817471,10.07534417,9.939728567
10342569,5.943507224,5.31551567,6.089428651,5.048038261,4.718807859,5.583359231,5.322290729,4.371384541
10342570,4.017591865,5.622778669,4.919854839,4.017591865,4.570262107,5.673109052,6.205024739,5.791774325
10342571,7.361713436,5.856246615,7.697963646,5.70015437,6.127319008,7.246661916,6.80876224,6.666805109
10342572,9.48503977,9.639202347,9.533897341,10.04964182,9.65162129,9.636161548,9.995217248,9.825515601
10342573,4.246020492,5.155401294,3.083333379,4.309151197,5.110677639,2.845629175,4.28072386,4.386750283
10342574,5.385105262,5.559549316,5.514801042,4.701104663,5.372528815,6.239769001,4.710014423,4.96058996
10342575,4.845905179,4.385548035,4.834880265,4.280692164,4.9487607,4.950448033,3.798259263,4.669915063
10342576,8.445094192,7.871227799,8.186357936,8.082632524,8.084301743,8.040862385,7.877019084,7.859593858
10342577,7.408782553,8.132563722,7.416529073,7.893438148,7.926910974,7.824819021,7.823423218,8.00454741
10342578,6.846837241,7.898717371,6.881059566,7.583068754,7.668102632,7.438983215,7.363625693,7.919965748
10342579,4.920926162,3.880285298,4.584820292,3.973888451,3.986819795,3.820890697,4.053527981,3.726915147
10342580,5.950800204,4.114254542,5.265107668,5.558939567,5.752193965,4.929816828,4.834186787,5.186374483
10342581,2.095203142,2.370208268,2.096809002,1.809413532,2.302239042,1.880657492,2.249952675,2.066306045
10342582,4.153806777,4.265524275,4.491718939,3.672660878,4.400511946,4.167270926,3.885736704,4.63286336
10342583,5.166481252,4.24546716,4.254347201,3.30177974,4.256024291,4.669390712,4.141159711,4.467424667
10342584,1.981232698,2.702379818,2.242237242,2.404272618,2.148867409,2.46384228,3.580468763,2.146682718
10342585,5.487031272,5.514661332,5.455842299,4.676487671,4.981079771,4.797228526,5.052751426,5.121429019
10342586,4.998203791,3.857574049,5.281243689,3.639217391,4.830380797,4.597037259,3.94477415,5.377614982
10342587,4.840518,4.176307861,5.00479851,4.70239173,5.769184302,4.612956029,4.734529635,5.27192842
10342588,7.824301213,7.376794336,8.240345892,7.088561239,7.646477793,7.756443302,7.675550579,7.768188609
10342589,6.391713009,5.671969061,7.172038204,4.525321752,6.365085573,5.271563633,5.698487254,5.646795218
10342590,3.186075656,2.840659287,3.143071991,3.14621175,3.572489809,3.514575965,2.692397499,3.677622262
10342591,5.061303633,4.99798627,5.082622404,4.566045722,4.478287305,5.08085004,4.519171637,4.946935154
10342592,4.915425728,3.936659937,3.926272262,4.354794739,3.942283852,3.431944926,4.409632705,3.925373984
10342593,3.206306292,3.10628362,2.871653982,3.774765396,3.085076807,3.239455077,3.925312007,3.617654029
10342594,2.956050275,2.565973082,3.055545205,2.814666611,3.438161321,2.213067256,2.650062196,3.313702846
10342595,6.856464701,6.104875877,7.062186942,6.272234642,6.385450045,5.89477638,6.104694811,6.823904556
10342596,3.887240975,4.055066746,4.309576567,3.833423633,2.6772223,3.280655325,3.104361532,4.112444193
10342597,3.952694454,3.46644914,4.064831141,3.504611491,3.912975665,3.326522521,3.246655421,3.729270432
10342598,2.972055159,3.843176928,3.564471609,2.875648227,3.049342767,3.618212017,3.222467909,4.186165848
10342599,5.004576857,5.17104284,4.837115944,4.692281368,4.722487259,4.708510395,5.236635614,4.31551291
10342600,2.935198246,2.903447894,3.765522055,3.187768611,2.880971021,3.131612633,3.002654489,3.187579466
10342601,10.29190577,8.739664171,10.06218396,8.712556575,9.184258826,9.149154416,8.788003081,9.142266904
10342602,4.208708314,3.580901268,4.270458498,3.505244882,3.346801433,3.677514929,3.159847244,3.487803217
10342603,9.426371712,9.461344841,9.009379021,8.666031085,9.182933242,9.135652496,9.522288307,9.135338475
10342604,2.62297717,5.622778669,1.947409724,2.62297717,1.872309665,1.857682848,2.877979539,2.259931085
10342605,3.459911858,2.945648559,2.590516925,2.261869641,2.648877117,3.32877385,2.461882381,3.42035735
10342606,5.169160314,3.410948334,5.040543667,4.137087951,3.96103973,4.3819485,3.699574628,4.373808334
10342607,3.081372534,2.505795249,3.212349925,2.872964571,2.009902648,2.549761786,2.572825007,2.499868263
10342608,5.241718809,4.675700751,5.267765038,4.380798766,5.229293282,4.699589709,4.839173274,5.874969886
10342609,4.572091543,3.400062386,4.451001796,4.209178501,4.022063117,3.399601728,4.243815112,3.743579264
10342610,3.589583836,2.928766889,2.727673897,3.169338006,3.060813558,3.430891386,3.270735785,3.950819733
10342611,7.364145233,6.62390673,7.64083042,6.920186403,6.755878504,7.045018,7.014416203,6.865864995
10342612,6.754958586,6.582851286,6.683457762,6.922230541,7.026761274,7.008501788,6.836924844,6.930332736
10342613,7.393643864,6.051925408,7.067239681,6.825834076,6.713985327,6.465543138,6.525723089,6.793637421
10342614,4.451559887,4.136340746,4.234497155,4.269057674,4.228704559,4.645226665,4.107828612,4.968907375
10342615,4.574908812,4.187964069,4.894519131,4.705694561,4.646836945,4.974015077,5.033739107,4.37728332
10342616,3.079958684,2.981111422,3.066603592,2.245046967,2.871164836,2.823926239,2.982706534,2.833287475
10342617,2.906305546,3.417255569,3.042602438,3.15171266,3.28558087,3.010335189,2.997895306,3.086695779
10342618,8.723148768,9.130101667,8.312239551,8.967877114,9.018227597,8.885131617,8.737865473,8.902150772
10342619,3.768911792,3.480211434,4.495496488,2.628049168,3.85526476,4.405290249,4.03788009,4.172335874
10342620,3.619925427,2.985338442,3.660119238,3.077322677,3.543047234,2.723171439,2.79186758,3.951545284
10342621,5.049084154,3.616574991,4.474053424,4.066001957,3.957306092,4.905368725,4.21373826,4.012798385
10342622,4.697610541,3.592250823,5.721963871,3.833950965,4.494737079,3.788519987,3.92233194,4.005988093
10342623,10.62166354,9.404141086,10.48480501,8.801658483,9.470388795,9.806388988,9.383011966,9.716495134
10342624,5.03539687,4.051671768,3.868894375,4.597325222,3.769744697,4.182692388,4.932122047,5.080856805
10342625,7.601270114,6.952131333,7.237677601,7.705148813,7.302362839,7.110023426,6.793774143,7.270185376
10342626,4.017591865,4.497516266,4.117703286,4.900936269,4.497516266,4.071143542,3.943410126,4.748552946
10342627,6.197662977,6.195757303,5.946535566,6.057302812,5.929598036,5.865740246,5.071177258,5.284559457
10342628,5.331607728,4.102520957,5.436272784,3.765618683,4.413810642,4.04969585,3.540576672,5.229988196
10342629,3.707111954,5.637303178,4.36955788,5.314255686,4.508641608,3.487511563,4.946486049,5.161451629
10342630,5.779247283,4.924439298,5.135680709,4.605366606,5.580713816,5.118472656,5.210890712,6.218449262
10342631,4.438886122,3.979370293,4.359591632,3.901745834,4.453202243,4.534575607,4.007386002,4.714265675
10342632,8.700977607,8.797005453,8.292580811,8.349454644,8.529434463,8.171487815,8.401106682,8.804911562
10342633,4.740608141,4.615952526,4.899502415,4.095395416,4.367100056,4.641412928,4.296909271,4.47860197
10342634,6.489251389,6.251992541,7.159879123,5.840040373,5.682643663,6.735538518,5.736457694,6.364566622
10342635,9.283467214,9.747283863,9.199662228,9.821617588,9.443311862,9.414078645,9.902642742,9.758792796
10342636,10.54934838,10.69871498,10.56156866,10.6716498,10.65079293,10.4693266,10.96065122,10.69266728
10342637,6.7248302,5.622778669,6.172891329,5.658907163,5.452192753,6.119422431,6.357959964,6.304204198
10342638,2.551785211,3.043556381,3.800319821,3.00882758,2.940220488,3.11594209,2.902664987,3.501609189
10342639,6.986513969,6.07954072,6.352403696,6.49797455,7.157457513,6.139807783,6.364893642,6.272273174
10342640,3.221309944,3.024914041,2.750802944,2.701491731,2.708505967,3.683693366,2.658434234,2.666395222
10342641,9.689016726,9.954665317,9.507689454,10.10445186,9.778176133,9.561161208,9.691692563,9.763228375
10342642,4.557269206,4.3255773,4.156387298,4.781087949,4.285651399,4.810816174,4.647133375,5.334149063
10342643,4.037892293,4.321256642,3.456844434,2.743725764,3.3246587,4.066791723,2.607987135,3.301412163
10342644,6.305506247,5.66595561,6.231964351,2.747132103,5.162484583,5.752175869,4.946815372,5.590164494
10342645,4.67771821,4.437999571,4.971110882,4.130535277,4.772651324,5.162484398,5.063966002,5.091066067
10342646,8.257394247,8.308723606,8.296259339,8.843307086,8.815917519,8.353104625,8.367818041,8.449968146
