"","GSM4978121","GSM4978122","GSM4978123","GSM4978124","GSM4978125","GSM4978126","GSM4978127","GSM4978128","GSM4978129","GSM4978130","GSM4978131","GSM4978132","GSM4978133","GSM4978134"
"ASCRP002454",8.338189044,8.091790305,8.083054529,8.198697049,6.149542914,6.236112673,6.124933411,6.026795812,6.164941824,6.258353832,6.652174214,6.128323516,6.175907274,6.201844221
"ASCRP002455",6.071393755,6.121628583,5.912917001,5.89606017,6.110480308,6.13317823,5.858417199,6.060062966,6.018499304,6.102270539,5.923515392,6.039434012,6.158807553,6.235455204
"ASCRP002458",6.677452964,6.338665686,6.399293475,6.434768936,6.289025837,6.676274942,6.469588258,6.550402319,6.393548061,6.437118196,6.217363893,6.233812157,6.443338383,6.527085609
"ASCRP002460",6.311846008,6.280567817,6.486825495,6.793602432,6.019684399,6.487668011,6.096044047,6.007873333,5.991563599,6.049176479,6.195523736,6.100990293,6.099054562,6.0429054
"ASCRP002461",6.000676491,6.002326006,5.991360165,5.845961715,6.186964126,6.266758915,6.048466099,6.250816353,6.196720432,6.491860787,6.024586495,6.512677084,6.133579845,6.259485634
"ASCRP002462",5.911863158,6.044180181,6.089991013,6.076753778,6.10030121,6.198599489,5.962848314,6.189108702,5.87461138,6.156116966,6.023340881,5.96848303,5.890542941,6.015850786
"ASCRP002463",5.992478556,6.052383259,6.240341807,6.270356582,6.024936059,6.081292772,6.204705104,6.206859545,6.139792119,6.234751136,6.235639123,6.071399525,6.010481848,6.056799996
"ASCRP002465",7.10335367,6.571321475,6.393231984,6.518119745,7.883266476,8.235641645,7.843467909,8.069899098,7.276881295,7.517760571,7.37347253,6.997727168,7.666671997,8.343463477
"ASCRP002466",6.35573593,6.138362468,6.156051015,6.155064737,6.768261098,7.228338008,6.758473846,6.533120812,6.441624726,6.632598979,6.719385817,6.340367167,6.473989926,7.06261184
"ASCRP002467",6.705952047,6.114516254,6.076990762,5.919487902,7.43215007,7.627586417,7.282558857,6.790177398,6.493866623,7.061344526,6.883578705,6.306379182,6.743089389,7.363734571
"ASCRP002468",6.460685285,6.014099976,6.046036461,5.872844499,6.958176236,7.229919268,6.787756962,6.246735081,6.283300007,6.557804934,6.499168686,6.162749948,6.366476526,6.871359128
"ASCRP002469",6.879401742,6.524064336,6.515515288,6.452513099,7.297571211,7.384209799,7.99683479,7.269090367,7.473735753,7.059922649,6.844637835,6.855920508,7.415854389,7.318944196
"ASCRP002470",6.350340405,6.708717314,6.655494992,6.870250614,6.440870618,6.437043938,6.372406856,6.466653099,6.489315981,6.546120092,6.695000472,6.906690447,6.352528477,7.001640806
"ASCRP002471",6.115377158,6.140932195,6.215040172,6.636032083,6.309076316,6.329050309,6.385202943,6.149311816,6.422266277,6.218030098,6.793929336,6.220541305,6.297829949,6.333907856
"ASCRP002472",6.226673863,6.171353815,6.389436306,6.826857238,6.505934393,6.298567403,6.227091228,6.154372075,6.363559701,6.251351204,7.04290036,6.211938576,6.35926474,6.348573641
"ASCRP002473",6.289735978,6.072454993,6.118529397,5.945697485,6.121457135,6.432588883,6.043849304,6.141516594,6.029968054,6.046180274,5.936550236,5.988223947,5.963120894,6.182139138
"ASCRP002474",7.315409401,6.651342552,6.901860755,5.966060733,6.596866776,6.849087658,6.571020476,6.472117761,6.536493301,6.254843422,6.310098737,6.183438456,6.320447465,6.698873832
"ASCRP002475",6.622582289,6.390686405,6.288627553,7.346437289,6.318561759,6.712872182,6.115857166,6.757195531,6.090449438,6.202244711,6.238017221,6.107662555,6.062076881,6.783971341
"ASCRP002476",7.339848054,6.67309113,6.89090594,5.893450117,6.214447308,6.324493439,6.083564786,6.11188479,6.274651804,6.086004272,6.157737713,6.138598529,6.096817776,6.372865587
"ASCRP002478",6.244606258,6.341482907,6.377754873,6.042463762,6.564976059,6.513067006,7.093296706,8.575855688,7.57176444,6.844867465,7.381091769,7.242718888,7.136824641,6.553601462
"ASCRP002479",6.09889597,6.320703669,6.218900867,5.991975389,6.102731467,6.054374253,6.085028103,6.054868592,5.97041155,6.011662455,6.023186648,6.198338915,5.979163167,6.132036926
"ASCRP002480",7.960149373,7.899036636,8.233902011,8.015147839,7.766161511,7.859905638,8.849709529,6.962109017,8.454743132,8.527819706,8.486445267,7.859630295,8.34897854,7.922530911
"ASCRP002481",6.075785533,5.975268918,5.976940275,5.830395529,6.14584374,6.142003562,5.973037157,5.955333422,5.950937132,6.051393991,5.9127696,5.929435228,5.958200012,5.939424152
"ASCRP002484",6.185476214,6.174874281,6.112017385,5.89740185,6.58254676,6.202865083,6.532251389,6.310563902,6.15123421,6.666727612,6.24447537,6.840444607,6.388102779,6.482282619
"ASCRP002485",7.901459504,7.944804681,7.793985937,7.468586247,7.164619574,6.87523773,7.087793958,7.811883554,6.789453781,6.950956477,7.184581343,6.787282793,7.038932735,7.568569574
"ASCRP002486",6.0291262,6.158572935,6.139353224,6.122682291,6.191796436,6.252114676,6.335814723,6.136016577,6.364269063,6.257217312,6.526066645,6.269693968,6.40593379,6.141157582
"ASCRP002487",5.967485573,6.018718174,6.050705914,5.957935701,6.165673587,6.158207024,6.274675428,6.098303462,6.19649291,6.236817814,6.276227252,6.32529928,6.275283805,6.059256685
"ASCRP002488",6.094064039,5.960662141,5.860458462,5.926302369,6.494275415,6.090375445,6.46902659,6.031377399,6.080737692,6.425026571,5.966180269,7.113337376,6.30018478,6.253841343
"ASCRP002489",6.404632671,6.391487413,6.674398814,6.796476829,6.739264667,6.528743478,6.60501916,6.509432236,6.734643971,6.583967717,6.88050918,6.619847826,6.866029876,6.48007428
"ASCRP002490",9.762715234,10.98430679,10.04864986,6.592465422,9.178822913,8.565643305,9.981331228,10.76284598,9.611441884,10.33992999,7.868416607,10.58861059,10.54529007,9.28308892
"ASCRP002491",5.944529687,6.073203957,6.030173674,5.905325648,5.982619034,5.99814082,6.406430147,6.145187417,6.426887525,6.167537949,6.090948242,6.222821581,6.182144667,5.971911699
"ASCRP002492",6.086139996,6.246357834,6.552942994,6.635819719,6.056091144,6.08737915,6.166130974,5.917176011,6.080494347,6.105505932,6.580833599,6.123789061,6.106055296,6.085838627
"ASCRP002494",6.089850894,6.029081737,5.945370917,6.010479505,6.253054292,6.238545589,6.302324135,6.38164083,6.356597782,6.193267914,6.016005968,6.562162784,6.33716975,6.282372595
"ASCRP002495",6.550117126,6.318645451,6.258450348,5.882817007,6.599574628,6.523347718,6.647608186,6.747943612,6.685013317,6.842215388,6.427193467,6.711498323,6.874827707,6.696293403
"ASCRP002496",6.148831616,5.930579644,5.941560101,5.941464199,6.174142148,6.101793051,6.115857166,6.259780334,6.020008792,6.255928818,5.935163377,6.148716237,6.337478433,6.099050572
"ASCRP002498",6.112149076,6.151596757,6.15910074,7.099844891,6.515800788,6.452160263,6.214636441,6.236126759,6.371343909,6.386508873,6.014168822,6.085405181,6.31687059,6.045355311
"ASCRP002499",5.959179862,6.060973472,6.111776666,5.986289572,6.101721751,6.096258457,6.169938532,6.021758496,6.210733793,6.050712865,6.094531082,6.111044196,6.08313736,6.014460009
"ASCRP002501",5.932369566,5.957425466,5.940849132,5.962408993,6.016602585,6.105037151,5.964117575,6.074298982,6.041311627,6.040249473,5.967660765,6.191274545,6.054908142,6.102355314
"ASCRP002505",6.934557878,6.9823441,7.201858041,7.331065737,7.146723836,7.131850742,7.891363664,6.998694567,8.398253092,7.53165623,8.909327654,7.306318826,8.235032317,7.067616422
"ASCRP002506",6.46515952,6.133771096,6.215040172,6.216632793,6.441496762,6.803530567,6.136086214,6.440401574,5.990888873,6.257323836,6.282233548,6.148847311,6.295830753,6.424516727
"ASCRP002508",6.074081239,6.377937646,6.334455919,6.493251685,6.07009702,6.104731409,6.070021605,6.021397096,6.136370278,6.08450662,6.310098737,5.958995428,6.028467622,5.968229244
"ASCRP002509",6.143013743,6.079681196,6.209011281,6.426918993,6.427349776,6.18857176,6.139717245,6.093652857,6.035377152,6.144524325,7.042313678,6.024840907,5.975803483,6.06728638
"ASCRP002510",6.274364947,5.972591625,5.986028407,5.875715563,6.159994859,6.488738426,6.130005594,6.420986136,6.159156191,6.30528888,6.124169598,6.354106364,6.534851151,6.404900431
"ASCRP002511",6.241363218,6.422948306,6.404290897,6.041943409,6.153348815,6.276436639,6.259862841,6.516594981,6.54263117,6.324694048,6.097259056,6.474513981,6.359712729,6.510259809
"ASCRP002512",6.092599097,6.279943063,6.127118465,6.014102264,6.106868623,6.157018488,6.286109308,6.544707938,6.332647504,6.29892845,5.970878597,6.619230372,6.41515351,6.392824041
"ASCRP002514",6.06047069,5.909802875,5.899398901,5.84027861,6.048453224,6.010461947,5.957844137,7.165432647,5.909472598,5.926860557,5.90377654,5.923012137,6.240249319,6.138332077
"ASCRP002517",5.982230513,6.217422807,5.926093147,6.005473293,6.016026489,5.979004765,5.987661016,6.001973444,6.015337515,6.008727322,5.921140008,6.128493034,6.052536112,6.049619692
"ASCRP002518",6.056647064,6.368560056,6.112017385,6.012567032,6.004547884,5.973026718,6.079603708,6.016620049,6.108014484,5.988551997,6.107283643,6.149890406,6.146055528,6.157506545
"ASCRP002519",6.195854271,6.274023146,6.342255054,6.360608319,6.079381557,6.114959236,6.255206499,6.083252399,6.557642393,6.187926251,6.310081485,6.464171328,6.388629035,6.28143404
"ASCRP002520",6.032478844,5.940954092,5.940440791,6.043948311,6.088004669,6.045897024,6.044360951,6.088096172,5.955497372,6.003081997,5.94150658,6.063206081,6.062793751,6.012500159
"ASCRP002521",6.904137018,6.784045148,6.347949358,6.119585963,7.561478317,7.363933786,8.763648529,7.985598378,9.381228907,8.236186963,6.822254729,8.168826843,7.871143012,7.272420666
"ASCRP002523",8.301775496,8.381626753,9.490150544,8.186940579,6.776687588,6.799060673,6.72139773,6.524697933,6.770046324,6.607250977,7.575801255,6.689368598,6.545208931,6.60727829
"ASCRP002524",6.151872712,6.430059468,6.413196211,6.84191434,6.173526779,6.340234999,6.436422042,6.184592488,6.432960035,6.249175298,6.814934641,6.217866087,6.260195433,6.235966915
"ASCRP002525",6.348640972,6.221269821,6.223177932,6.09783632,6.147227076,6.206939691,6.967115832,6.558754384,6.570616583,6.344850628,6.208229945,6.576997327,6.794790643,6.703187456
"ASCRP002527",6.044578753,5.94480532,5.926071029,6.086784666,6.079381557,6.608558472,6.211578648,6.300317082,8.415625427,6.279641474,5.985666383,6.066273604,6.123853438,6.302867689
"ASCRP002528",6.095494537,5.946250941,5.985244917,6.035189978,6.148804986,6.222802813,6.05044356,6.045677556,6.217696187,6.132749321,6.925572944,6.187567691,6.381907698,6.286425246
"ASCRP002529",6.059963095,6.151596757,6.110580099,6.24186922,5.943076295,5.989143286,6.084727757,6.131366573,5.923215008,6.085322815,5.96948259,6.005289508,6.104596536,5.943492973
"ASCRP002532",5.968805736,5.918071714,5.907454671,5.878551635,6.184713404,6.031369087,6.306980925,6.035764593,6.328473503,6.215793016,5.983944153,6.595364484,6.134141499,6.079718295
"ASCRP002533",8.125964081,7.548729997,8.371714012,10.78377723,7.3996831,7.399560596,7.121806005,6.31509596,6.708425919,7.004497061,7.974734832,6.488619555,6.526202643,6.833118819
"ASCRP002534",6.336864172,6.156703628,6.319745379,6.574578901,6.016990924,6.020819193,6.145718786,5.978068129,6.012922275,6.076503768,5.9679025,6.064430341,6.139033131,5.987966641
"ASCRP002536",6.02220694,6.017400536,6.115656853,6.208597269,6.017405459,6.02149361,6.236011354,5.978906957,6.13756269,6.154990747,6.111671734,6.220395993,6.197087258,5.984888003
"ASCRP002537",8.901962331,8.199920416,8.337389734,7.761409552,9.690443959,9.278709315,9.466785152,10.71504496,10.3775176,9.237477006,7.932864886,10.99407188,10.7726737,8.972794507
"ASCRP002538",6.022043677,6.148717007,6.177423386,6.22752854,6.258981758,6.194235345,6.276349191,6.156389568,6.11667204,6.215940492,6.288642186,6.285098281,6.32996599,6.150030744
"ASCRP002539",6.373321542,6.089256685,6.147045974,6.43319756,6.466094621,6.685203907,6.296736868,6.026505883,6.398565351,6.328124388,6.832852719,6.212673175,6.206228623,6.320046958
"ASCRP002540",8.287047365,8.172309413,7.446119156,7.392505388,6.018868391,5.972350637,5.997271964,6.083446168,5.987127627,5.986077534,5.927719328,6.013366385,6.026393946,6.007307719
"ASCRP002541",10.78270094,9.597168044,8.566337118,7.290772877,5.964215678,5.932693603,6.008523147,5.979189112,5.977551029,5.969003479,6.190210436,6.005826781,6.023335892,5.876859732
"ASCRP002543",6.726102711,6.371928488,6.105232638,5.97744125,7.208153481,7.795855968,7.895359259,7.076107505,7.289163879,7.263820031,6.594168931,8.247709282,7.326147502,8.572936052
"ASCRP002544",6.128126213,6.085528334,6.226617518,6.879453061,6.049478272,6.012716645,6.371311445,6.045233236,5.997685296,6.047810357,5.946347941,6.16787852,6.251267319,6.153310619
"ASCRP002545",7.729156681,8.445277738,7.295564474,7.564644466,6.420802934,6.562565131,6.626985597,6.35499251,6.268728368,6.54267727,7.756943994,6.687753868,6.959180586,7.398752428
"ASCRP002547",8.86781792,8.791266007,9.373156834,10.30793364,8.381778777,8.506879454,7.568635556,6.817186705,7.268364444,7.431610731,10.73674335,7.079782207,7.012707307,9.24433133
"ASCRP002548",7.120333523,7.15522501,7.522737851,8.089498562,6.852561482,6.575902464,6.661622197,6.159841488,6.601167945,6.567074042,9.550202577,6.497416986,6.445044606,6.906432852
"ASCRP002553",6.744011846,7.735538246,6.441122892,6.914700205,6.037338069,5.938513247,5.948808191,5.85439362,5.902177879,5.91991062,5.907008175,5.848120793,5.911746833,5.86986613
"ASCRP002556",7.323146049,6.50991444,6.584784955,6.777974387,5.98060114,5.940996932,5.943801534,5.874462428,5.921700247,5.990527578,6.304015457,5.93822969,5.989719999,5.921073016
"ASCRP002557",6.181969409,6.172152974,6.335145001,6.716633529,6.194952277,6.219224676,6.369915654,6.150546485,6.349025515,6.24535358,6.584569026,6.229010816,6.317982872,6.157688373
"ASCRP002558",5.989134803,6.018022811,6.041950949,6.255038258,6.035917359,6.026944513,6.19481041,6.060582042,6.225030203,6.114003689,6.32171162,6.089615954,6.168361686,6.117361691
"ASCRP002559",6.614482828,6.071124968,5.922768003,5.883598566,9.532648523,8.17269958,6.467806123,7.923364846,7.339937698,7.555790043,7.358832767,6.321755592,6.546040156,6.754453579
"ASCRP002562",6.157073429,6.212982758,6.286580041,6.705529354,6.421623319,6.335063434,6.449834782,6.141188297,6.487000183,6.276989265,7.3028052,6.290908573,6.398490166,6.231381608
"ASCRP002565",7.06706167,7.851143709,7.582677959,7.661325611,6.097244757,6.045048318,6.074835419,6.194000553,6.032919196,6.067799287,6.390609194,6.076025998,6.034227065,6.17634795
"ASCRP002566",6.817597795,6.342213966,6.363949031,5.915587578,7.425997271,6.813865189,7.586830995,7.033028677,7.089170901,7.020857563,6.314953011,8.020347229,7.619553486,6.967619617
"ASCRP002567",6.659884529,6.825690769,6.322093751,6.189615992,6.793814016,7.031771395,7.108482733,6.783520905,6.91312912,6.564952079,6.105011714,7.084354783,6.681123133,6.432130307
"ASCRP002568",7.388079763,6.8279613,6.801150832,6.154691664,8.347670362,7.727258123,8.829676153,8.192357748,7.964784733,7.914635959,6.771509584,9.33380241,8.698579563,7.754848061
"ASCRP002569",7.311832519,7.354074173,8.200696768,8.323584217,7.373028558,7.207409412,7.280205153,6.314910934,7.028076245,7.09604967,7.955115511,6.669059025,7.088336429,7.003475936
"ASCRP002571",6.130669312,6.289945393,6.252741076,6.30085043,6.111745064,6.166761204,6.100414894,6.140328229,6.209345964,6.291584618,6.069223842,6.204460511,6.059789159,6.02481928
"ASCRP002574",6.101204703,6.27231471,6.25180056,6.309266687,6.037735114,6.045218023,6.053898694,6.07461909,6.060558345,6.049794978,6.028879558,6.087265478,6.072410852,6.126072438
"ASCRP002576",6.215878831,6.483934867,6.215040172,6.428801796,6.171103623,6.191456475,6.100619184,6.206859545,6.136814318,6.125148733,5.965092602,6.163132448,5.91153668,6.138370044
"ASCRP002577",6.182635875,6.058325025,5.98018521,6.072445022,6.255767638,6.353638852,6.070021605,6.250816353,6.591446976,6.403905373,6.222567886,6.537129617,6.19948544,6.248422619
"ASCRP002578",6.051422937,6.096847909,6.224927598,6.364670066,6.032498064,6.028130029,5.983019079,5.988704989,6.041401026,6.045879774,6.01070454,6.01477998,5.99837093,6.042466856
"ASCRP002582",6.209371225,6.189765409,5.899266391,6.079562325,6.250726228,6.206968981,6.405794414,6.348925168,6.342436201,6.491860787,6.02200218,7.508588669,6.626806864,6.363196303
"ASCRP002583",6.174648778,6.111271169,6.076990762,6.109038204,6.173097377,6.160865197,6.205577107,6.116756084,6.083179211,6.209416564,6.126110701,6.671149873,6.304270051,6.15174558
"ASCRP002587",6.24685005,6.253841343,6.005582497,6.10804467,6.249649679,6.185595705,6.410942711,6.378206133,6.414831889,6.473200285,6.097634551,7.612418492,6.616503905,6.443865913
"ASCRP002588",5.981128634,6.076134969,5.936170236,6.086822167,6.032730478,6.026944513,5.997136085,6.098647439,5.9638765,6.191462282,5.923955267,6.830474361,6.224193146,6.125980848
"ASCRP002589",6.133928932,6.128801938,6.051711062,6.167759745,6.090450444,6.048815292,6.160046194,6.349127596,6.290014155,6.307808632,6.05929509,7.38959923,6.652894103,6.239678104
"ASCRP002590",6.125430638,6.079085962,5.985244917,6.202681397,6.168696019,6.114850993,6.165124718,6.24703479,6.202192674,6.295066155,6.012814357,7.109641496,6.480131347,6.152709921
"ASCRP002591",6.035604313,6.104133502,6.208238043,6.226025769,6.095660087,6.06080625,6.300159224,6.206859545,6.385170574,6.216433355,6.388345976,6.404943461,6.342478493,6.155238214
"ASCRP002592",6.485739159,6.47007287,6.529884271,6.578040413,6.585266804,6.423487422,6.614371345,6.276197371,6.845507408,6.51902366,6.97667692,7.050812966,6.875698048,6.526966446
"ASCRP002593",6.74613981,6.711808584,6.873825467,6.749896824,6.906451473,6.742238258,7.128252559,6.639321083,7.131051016,6.894638901,7.571039006,7.419767261,7.281574632,6.871430073
"ASCRP002594",6.102729118,6.024561363,5.878720222,5.95895049,6.075256137,6.088088128,6.200489832,6.217583617,6.088652766,6.249115427,6.035126332,6.820221169,6.436385489,6.113232245
"ASCRP002595",6.117308897,5.992391655,5.933217062,5.904506786,6.12132426,6.087073409,7.033412816,6.036759831,6.129966444,6.239615615,6.028879558,6.702611728,6.459667983,6.092037519
"ASCRP002596",6.127931178,6.058840087,6.040254332,5.933351005,6.157504731,6.123199281,6.372406856,6.294924471,6.384893799,6.351239886,6.404848087,7.186187758,6.736108879,6.213304293
"ASCRP002597",6.003483207,5.937452746,6.0064617,5.917869272,6.004199441,6.027202312,6.110511522,6.064671069,6.178981755,6.043330625,6.112047229,6.187519237,6.061930807,5.997932099
"ASCRP002598",6.040887914,5.995099803,6.035255371,5.988160649,6.09617561,6.552806804,6.234861581,6.146149566,6.289058915,6.133107642,6.308619974,6.303712026,6.233289585,6.188368983
"ASCRP002599",6.047728801,6.031318216,6.024826213,6.21765072,6.078971922,6.117294412,6.115007908,6.064127303,6.532301633,6.107431472,6.423165548,6.099438892,6.290357071,6.001274722
"ASCRP002600",5.914466313,5.995458726,6.064717606,6.277687593,6.104055654,6.02188858,6.105964828,5.979260146,5.991225557,6.057765687,6.098537585,6.097040901,6.055470327,5.954519802
"ASCRP002601",6.043187436,5.986474195,6.180813735,6.312571788,6.823163117,6.466121347,6.445081228,6.035999574,6.289542458,6.453632122,6.328757573,6.226005279,6.2988239,6.073618645
"ASCRP002604",6.053671659,5.914722714,5.9710062,5.918495372,6.138321397,6.243895411,5.932771766,6.079367837,5.873127118,6.008277938,6.124164745,5.992161194,6.077908721,6.100390603
"ASCRP002605",6.032144861,5.959603604,5.972311106,5.981010883,6.023805489,6.262418203,5.896446848,6.135591036,5.871834432,5.932904436,5.944604387,5.995960703,5.994957907,6.082833509
"ASCRP002606",6.548740081,6.162630742,6.180750835,6.244986446,6.533296652,6.458182501,6.327323182,6.17359142,6.616801888,6.316216782,6.194166473,6.354088906,6.078562656,6.112642689
"ASCRP002608",6.169641141,6.489715335,6.638328481,7.511005576,6.605693173,6.525695788,5.998754074,6.760773936,6.355851402,7.108238128,6.660558807,5.921625722,6.784942093,5.888274959
"ASCRP002609",6.143794508,6.266841553,6.647214351,7.554287125,6.773132031,6.720992237,5.973010296,6.718266056,6.664262993,7.857481244,7.249183657,5.93078702,7.451374209,5.889813509
"ASCRP002610",6.829352663,7.512603539,7.564909691,7.703255781,6.628912511,6.700757742,6.868371558,6.47004947,7.284508767,6.697963453,7.501614617,6.529009361,6.813368173,6.772289552
"ASCRP002611",6.526852225,6.935348053,6.930343068,6.796359095,6.636114123,6.603183009,6.871943253,6.499396017,7.072756627,6.650836005,7.510072679,6.623320801,6.904944526,6.715614897
"ASCRP002613",6.358937757,5.85198599,5.90367935,5.83832674,6.93573982,6.967401677,5.987062769,11.0107433,6.066074455,6.332288184,6.404067605,6.032165249,8.618385787,7.303973899
"ASCRP002614",6.685092158,6.453294778,6.564066165,6.050258929,6.934042349,6.978392668,7.094526632,8.878369445,7.247304288,6.866105668,6.7511999,6.698028031,7.157530505,6.784941646
"ASCRP002615",6.01037214,6.104751329,6.275566543,6.363093844,6.006423065,5.97362055,5.983019079,5.84690922,5.898846805,5.973401489,5.989637062,5.883680845,5.934308195,5.954606169
"ASCRP002616",6.639919041,6.179713377,6.107189288,6.298302777,6.943646328,7.856554372,7.370134575,7.367617449,7.562689477,7.676054756,7.298429259,7.406935657,7.763694071,7.528965677
"ASCRP002617",6.261840309,6.207272759,6.07318145,5.929527138,6.514170048,7.097971711,6.78518316,6.462376325,6.479987186,6.742453501,6.891105612,6.546639474,6.346020301,7.290818416
"ASCRP002618",7.392818006,7.927705135,7.830060005,7.903001412,7.937034829,8.337913552,9.005118028,7.757415567,9.434415015,8.632486179,8.638499508,8.147277961,8.635060171,8.082780498
"ASCRP002619",6.405939933,6.272674499,6.492126135,6.700284618,6.600800664,6.2205088,6.551982596,6.594683022,6.52217062,6.412904352,6.618361248,6.254904102,6.606306745,6.370383951
"ASCRP002620",6.750701624,6.639543628,7.046406923,7.355224211,6.758682955,6.32298924,6.394967006,7.041316682,6.326605603,6.308355459,6.700955441,6.145972674,6.510158335,6.597206747
"ASCRP002623",6.197798419,6.310274826,6.191590037,6.187609646,6.60730864,6.330337529,6.27004174,6.344749561,6.080157827,6.463120904,6.416902442,6.585939766,6.130495669,6.570309698
"ASCRP002626",5.984315628,5.867926747,5.867334725,5.873921818,6.60478471,6.247677873,6.136086214,6.107347214,6.388886456,6.091941689,6.035158057,6.215669687,6.150383329,6.133475519
"ASCRP002631",5.988024488,5.92109143,5.9523563,5.951571409,6.450831588,6.371005781,6.049161181,6.11188479,5.962717944,6.114101593,5.949215295,6.145223606,6.12980231,6.401364172
"ASCRP002632",7.999920359,7.963024394,8.572912949,8.862788958,8.347867285,8.364683572,8.634415276,8.370330424,9.119294213,8.49316239,8.562761275,8.594754273,8.926806286,8.82322833
"ASCRP002634",7.834155035,6.287914106,6.272442136,5.998223992,8.50612537,8.73975526,8.950363173,8.127206815,9.208781102,9.582777711,7.80473885,9.045651612,9.625302155,7.47662329
"ASCRP002635",6.258691106,5.909991559,5.976119986,5.961729052,6.375822702,6.362600114,6.125898313,6.731660489,6.053145455,6.539875169,6.201406047,6.346501757,6.373757908,6.536262596
"ASCRP002636",6.129330226,5.945832422,5.969954892,5.906836707,6.24472252,6.080947153,6.064557927,6.193896754,6.109586856,6.082060604,6.161771519,6.012221125,6.167286872,6.08646027
"ASCRP002638",6.448570226,6.02506524,6.092810588,5.979792881,6.694527783,6.834740256,6.720730542,6.373535039,6.419596199,6.924463684,6.615150376,6.713783806,6.63741357,6.633501853
"ASCRP002641",7.436015506,6.827148088,7.594849513,7.749003329,6.163622985,6.17641911,6.693553603,6.324044952,6.744127801,6.409824199,6.727814132,6.440107965,6.555725477,6.065323824
"ASCRP002642",9.060565901,9.147440215,9.955646675,9.35896162,9.114090239,8.773956476,9.11593476,8.101598882,8.295650282,8.915045446,8.951431256,8.253576673,8.259967974,8.282441296
"ASCRP002647",6.38693595,6.137545523,6.034616102,5.964156638,7.511152693,7.323707474,6.95113349,6.616275547,6.86862797,6.569008809,6.405525192,6.277120484,6.578281581,6.415290304
"ASCRP002648",6.548922579,6.148920529,6.070611253,5.929813197,8.69174402,7.9338227,7.682030231,7.468208952,7.524059975,7.606392295,6.433143681,7.247033813,7.339745918,6.822210715
"ASCRP002649",6.141046663,5.943326787,5.951957142,6.01120853,7.144748306,6.775985263,6.459042185,6.203053709,6.223938166,6.447590899,6.033186743,6.248595887,6.158404968,6.085857767
"ASCRP002650",6.150170522,6.295766299,6.25180056,6.002393469,6.112858659,6.124499667,6.843518506,6.37087318,6.937441242,6.460190096,6.33493406,6.402120047,6.400739515,5.993611965
"ASCRP002653",10.92473475,9.548453298,9.168103608,8.898464897,6.292713837,6.283037231,6.584039473,6.436818204,6.513356755,6.469644698,6.698411696,6.542586448,6.397095507,6.233206569
"ASCRP002655",6.064153163,5.915292432,6.016071248,5.893371369,6.58681106,6.450770148,5.967200796,6.896911677,6.172517332,6.368205393,6.270233539,6.094156621,6.497641614,6.63740271
"ASCRP002657",6.291758817,5.903058819,5.951957142,5.98130622,7.596534371,7.394313974,6.003154075,6.13164408,5.948973993,7.026858722,6.139946818,6.297951595,6.457875814,6.694133635
"ASCRP002658",6.368639601,5.933994216,5.943753728,6.201028846,8.013014765,7.936417663,6.270873926,6.827974449,6.274183557,7.996656072,6.396798902,7.485368297,7.861478337,7.14860097
"ASCRP002659",6.410307909,6.444822635,6.474679224,6.339613103,6.436929408,6.471545002,6.185780564,6.611123096,6.311971079,6.316647106,6.514294973,6.208814686,6.736108879,7.35718687
"ASCRP002660",6.767486424,6.645630477,6.595300294,5.97948521,6.27685033,6.336729556,6.235265643,6.465911438,6.166022513,6.333964171,6.429115762,6.438728888,6.026423327,6.760328408
"ASCRP002662",6.13858834,6.216680133,6.17793024,6.607637187,6.441915626,6.660916873,6.563131199,6.579154218,6.363673838,6.412578846,6.360519894,6.903058158,6.609963534,6.74427642
"ASCRP002663",6.015098625,6.035090691,5.966535268,5.891820617,6.247938767,6.497103231,6.140632908,6.481250284,6.094522621,6.344217426,6.04019432,6.677543268,6.244433668,6.493778671
"ASCRP002664",6.301723132,6.220535619,6.231084136,6.448704082,6.743200341,7.257777357,6.541129261,6.920670198,6.672632406,6.813393574,6.558049094,7.080282911,7.385435821,7.044976984
"ASCRP002666",6.527563738,6.047070005,6.077087784,5.964856021,6.7833306,6.82776495,6.052958664,7.266347275,6.067338002,6.551054247,6.422623919,6.032339663,6.391252447,6.890606365
"ASCRP002667",6.091274551,6.397195102,6.674567837,7.133429043,6.063392689,6.041572657,6.059974577,5.941607143,5.977551029,6.045787514,6.112990881,6.088589518,6.072084405,6.078995598
"ASCRP002671",6.459007045,6.539223772,6.630636637,6.388963129,6.60788733,6.640093233,7.154682158,6.861445773,6.909233356,6.807699522,7.047854562,6.766265442,6.895566567,6.974692734
"ASCRP002672",6.586973858,6.549087271,6.146574772,5.784875451,6.52412696,6.739644881,6.357216132,7.294752448,6.335293209,7.082396061,6.340167675,6.654162902,6.160431701,7.467949271
"ASCRP002674",6.949346773,7.461079475,7.232024701,5.966527575,6.264689819,6.214208659,6.100491195,5.960025213,5.969857423,6.168608143,6.032768525,6.009506758,6.021810398,6.254138691
"ASCRP002676",6.463544622,6.322182421,6.399865064,6.273765453,6.444037317,6.823815042,6.902555078,7.01155363,6.500100806,6.59244669,6.221200156,6.577698701,6.59268289,6.576643193
"ASCRP002677",6.134289607,6.042219402,5.97158628,5.889083533,6.198303189,6.598855172,6.382359768,6.290375119,6.032582511,6.328984208,6.152233124,6.211519637,6.461942666,6.369755313
